arxiv_id,published,updated,year,title,authors,primary_category,categories,screening_label,screening_reason,track_tags,matched_queries,arxiv_url,pdf_url,abstract
2511.11698,2025-11-12T12:15:35Z,2026-02-03T03:59:09Z,2025,Moirai 2.0: When Less Is More for Time Series Forecasting,Chenghao Liu; Taha Aksu; Juncheng Liu; Xu Liu; Hanshu Yan; Quang Pham; Silvio Savarese; Doyen Sahoo; Caiming Xiong; Junnan Li,,cs.LG,screen_out,broad-query retrieval without direct SD focus,mtp_multihead;training_alignment;security_robustness;benchmark_survey,"all:""multi-token prediction""",https://arxiv.org/abs/2511.11698,https://arxiv.org/pdf/2511.11698,"We introduce Moirai 2.0, a decoder-only time-series foundation model trained on a new corpus of 36M series. The model adopts quantile forecasting and multi-token prediction, improving both probabilistic accuracy and inference efficiency. On the Gift-Eval benchmark, it ranks among the top pretrained models while achieving a strong trade-off between accuracy, speed, and model size. Compared to Moirai 1.0, Moirai 2.0 replaces masked-encoder training, multi-patch inputs, and mixture-distribution outputs with a simpler decoder-only architecture, single patch, and quantile loss. Ablation studies isolate these changes -- showing that the decoder-only backbone along with recursive multi-quantile decoding contribute most to the gains. Additional experiments show that Moirai 2.0 outperforms larger models from the same family and exhibits robust domain-level results. In terms of efficiency and model size, Moirai 2.0 is twice as fast and thirty times smaller than its prior best version, Moirai 1.0-Large, while also performing better. Model performance plateaus with increasing parameter count and declines at longer horizons, motivating future work on data scaling and long-horizon modeling. We release code and evaluation details to support further research."
2511.08923,2025-11-12T02:59:33Z,2025-11-12T02:59:33Z,2025,"TiDAR: Think in Diffusion, Talk in Autoregression",Jingyu Liu; Xin Dong; Zhifan Ye; Rishabh Mehta; Yonggan Fu; Vartika Singh; Jan Kautz; Ce Zhang; Pavlo Molchanov,,cs.CL cs.AI,probable_core,SD-focused contribution language in abstract,parallel_block;diffusion;verification;serving_scheduling;long_context_kv;training_alignment,"all:""speculative decoding""",https://arxiv.org/abs/2511.08923,https://arxiv.org/pdf/2511.08923,"Diffusion language models hold the promise of fast parallel generation, while autoregressive (AR) models typically excel in quality due to their causal structure aligning naturally with language modeling. This raises a fundamental question: can we achieve a synergy with high throughput, higher GPU utilization, and AR level quality? Existing methods fail to effectively balance these two aspects, either prioritizing AR using a weaker model for sequential drafting (speculative decoding), leading to lower drafting efficiency, or using some form of left-to-right (AR-like) decoding logic for diffusion, which still suffers from quality degradation and forfeits its potential parallelizability. We introduce TiDAR, a sequence-level hybrid architecture that drafts tokens (Thinking) in Diffusion and samples final outputs (Talking) AutoRegressively - all within a single forward pass using specially designed structured attention masks. This design exploits the free GPU compute density, achieving a strong balance between drafting and verification capacity. Moreover, TiDAR is designed to be serving-friendly (low overhead) as a standalone model. We extensively evaluate TiDAR against AR models, speculative decoding, and diffusion variants across generative and likelihood tasks at 1.5B and 8B scales. Thanks to the parallel drafting and sampling as well as exact KV cache support, TiDAR outperforms speculative decoding in measured throughput and surpasses diffusion models like Dream and Llada in both efficiency and quality. Most notably, TiDAR is the first architecture to close the quality gap with AR models while delivering 4.71x to 5.91x more tokens per second."
2511.07869,2025-11-11T06:09:44Z,2025-11-11T06:09:44Z,2025,Parallel Sampling via Autospeculation,Nima Anari; Carlo Baronio; CJ Chen; Alireza Haqi; Frederic Koehler; Anqi Li; Thuy-Duong Vuong,,cs.DS cs.DC cs.LG math.PR,probable_core,SD-focused contribution language in abstract,theory;diffusion;verification,"all:""speculative decoding""",https://arxiv.org/abs/2511.07869,https://arxiv.org/pdf/2511.07869,"We present parallel algorithms to accelerate sampling via counting in two settings: any-order autoregressive models and denoising diffusion models. An any-order autoregressive model accesses a target distribution $μ$ on $[q]^n$ through an oracle that provides conditional marginals, while a denoising diffusion model accesses a target distribution $μ$ on $\mathbb{R}^n$ through an oracle that provides conditional means under Gaussian noise. Standard sequential sampling algorithms require $\widetilde{O}(n)$ time to produce a sample from $μ$ in either setting. We show that, by issuing oracle calls in parallel, the expected sampling time can be reduced to $\widetilde{O}(n^{1/2})$. This improves the previous $\widetilde{O}(n^{2/3})$ bound for any-order autoregressive models and yields the first parallel speedup for diffusion models in the high-accuracy regime, under the relatively mild assumption that the support of $μ$ is bounded. We introduce a novel technique to obtain our results: speculative rejection sampling. This technique leverages an auxiliary ``speculative'' distribution~$ν$ that approximates~$μ$ to accelerate sampling. Our technique is inspired by the well-studied ``speculative decoding'' techniques popular in large language models, but differs in key ways. Firstly, we use ``autospeculation,'' namely we build the speculation $ν$ out of the same oracle that defines~$μ$. In contrast, speculative decoding typically requires a separate, faster, but potentially less accurate ``draft'' model $ν$. Secondly, the key differentiating factor in our technique is that we make and accept speculations at a ``sequence'' level rather than at the level of single (or a few) steps. This last fact is key to unlocking our parallel runtime of $\widetilde{O}(n^{1/2})$."
2511.07690,2025-11-10T23:24:35Z,2025-11-10T23:24:35Z,2025,Towards AI-Assisted Generation of Military Training Scenarios,Soham Hans; Volkan Ustun; Benjamin Nye; James Sterrett; Matthew Green,,cs.AI,probable_core,direct title,serving_scheduling;training_alignment;moe,"all:""assisted generation""",https://arxiv.org/abs/2511.07690,https://arxiv.org/pdf/2511.07690,"Achieving expert-level performance in simulation-based training relies on the creation of complex, adaptable scenarios, a traditionally laborious and resource intensive process. Although prior research explored scenario generation for military training, pre-LLM AI tools struggled to generate sufficiently complex or adaptable scenarios. This paper introduces a multi-agent, multi-modal reasoning framework that leverages Large Language Models (LLMs) to generate critical training artifacts, such as Operations Orders (OPORDs). We structure our framework by decomposing scenario generation into a hierarchy of subproblems, and for each one, defining the role of the AI tool: (1) generating options for a human author to select from, (2) producing a candidate product for human approval or modification, or (3) generating textual artifacts fully automatically. Our framework employs specialized LLM-based agents to address distinct subproblems. Each agent receives input from preceding subproblem agents, integrating both text-based scenario details and visual information (e.g., map features, unit positions and applies specialized reasoning to produce appropriate outputs. Subsequent agents process these outputs sequentially, preserving logical consistency and ensuring accurate document generation. This multi-agent strategy overcomes the limitations of basic prompting or single-agent approaches when tackling such highly complex tasks. We validate our framework through a proof-of-concept that generates the scheme of maneuver and movement section of an OPORD while estimating map positions and movements as a precursor demonstrating its feasibility and accuracy. Our results demonstrate the potential of LLM-driven multi-agent systems to generate coherent, nuanced documents and adapt dynamically to changing conditions, advancing automation in scenario generation for military training."
2511.05963,2025-11-08T10:41:26Z,2026-06-15T08:56:56Z,2025,Next-Latent Prediction Transformers Learn Compact World Models,Jayden Teoh; Manan Tomar; Kwangjun Ahn; Edward S. Hu; Tim Pearce; Pratyusha Sharma; Akshay Krishnamurthy; Riashat Islam; Alex Lamb; John Langford,,cs.LG,probable_core,SD-focused contribution language in abstract,theory;self_speculative;training_alignment;benchmark_survey,"all:""speculative decoding""",https://arxiv.org/abs/2511.05963,https://arxiv.org/pdf/2511.05963,"Transformers replace recurrence with a memory that grows with sequence length and self-attention that enables ad-hoc lookups over past tokens. Consequently, they lack an inherent incentive to compress history into compact latent states with consistent transition rules. This often leads to learning solutions that generalize poorly. We introduce Next-Latent Prediction (NextLat), which extends standard next-token training with self-supervised predictions in the latent space. Specifically, NextLat trains a transformer to learn latent representations that are predictive of its next latent state given the next token. Theoretically, we show that these latents provably converge towards belief states, compressed information about the history necessary to predict the future. This simple auxiliary objective injects a recurrent inductive bias into transformers while leaving their architecture, parallel training efficiency, and inference unchanged. NextLat effectively encourages transformers to form compact internal world models with coherent belief states and transition dynamics -- crucial properties not guaranteed by standard next-token prediction alone. Empirically, across benchmarks in world modeling, reasoning, planning, and language modeling, NextLat demonstrates significant gains over standard next-token prediction and other baselines in downstream accuracy, representation compression, and lookahead planning. Furthermore, NextLat enables variable-length self-speculative decoding, accelerating inference by up to 3.3x in language modeling. NextLat offers a simple yet effective paradigm for learning compact, predictive representations in transformers that generalize better. Our code is available at https://github.com/JaydenTeoh/NextLat."
2511.13732,2025-11-05T10:49:30Z,2026-01-22T08:21:23Z,2025,Principled Coarse-Grained Acceptance for Speculative Decoding in Speech,Moran Yanuka; Paul Dixon; Eyal Finkelshtein; Daniel Rotman; Raja Giryes,,eess.AS cs.LG,probable_core,direct title,theory;standalone_drafter;verification;serving_scheduling;speech_audio;relaxed_lossy,"all:""speculative decoding""",https://arxiv.org/abs/2511.13732,https://arxiv.org/pdf/2511.13732,"Speculative decoding accelerates autoregressive speech generation by letting a fast draft model propose tokens that a larger target model verifies. However, for speech LLMs that generate acoustic tokens, exact token matching is overly restrictive: many discrete tokens are acoustically or semantically interchangeable, reducing acceptance rates and limiting speedups. We introduce Principled Coarse-Graining (PCG), which verifies proposals at the level of Acoustic Similarity Groups (ASGs) derived from the target model's embedding space. By splitting each token's probability mass across the overlapping groups that contain it, we define an overlap-aware coarse-grained distribution and perform rejection sampling on the resulting group variable. This yields an exactness guarantee at the group level while allowing the accepted draft token to stand in for any member of the group in practice. On LibriTTS, PCG increases acceptance and throughput relative to standard speculative decoding and prior speech-specific relaxations while maintaining intelligibility and speaker similarity. These results suggest acoustically aware, group-level acceptance as a simple and general way to accelerate speech token generation while maintaining speech quality."
2511.02077,2025-11-03T21:30:03Z,2026-02-15T20:31:11Z,2025,Beyond Static Cutoffs: One-Shot Dynamic Thresholding for Diffusion Language Models,Jucheng Shen; Yeonju Ro,,cs.LG,screen_out,broad-query retrieval without direct SD focus,diffusion;serving_scheduling,"all:""parallel decoding""",https://arxiv.org/abs/2511.02077,https://arxiv.org/pdf/2511.02077,"Masked diffusion language models (MDLMs) are becoming competitive with their autoregressive counterparts but typically decode with fixed steps and sequential unmasking. To accelerate decoding, recent work such as Fast-dLLM enables parallel decoding via a static global confidence threshold, yet we observe strong block- and step-wise confidence fluctuations and, within a dataset, near-identical confidence trajectories across inputs as measured by cosine similarity. Motivated by these observations, we introduce One-Shot Dynamic Thresholding (OSDT), which calibrates thresholds on a single sequence and applies them to subsequent inputs with negligible overhead. On GPQA, GSM8K, and HumanEval, OSDT attains superior accuracy-throughput trade-offs (+24% tokens/s on GSM8K at the best accuracy, +45% on GPQA with comparable accuracy, and +50% on HumanEval with a modest accuracy gap). Beyond these results, our findings suggest broader opportunities to leverage reusable task-level confidence signatures for more general-purpose algorithmic and systems innovations in diffusion decoding."
2511.02017,2025-11-03T19:42:25Z,2025-11-03T19:42:25Z,2025,TapOut: A Bandit-Based Approach to Dynamic Speculative Decoding,Aditya Sridhar; Nish Sinnadurai; Sean Lie; Vithursan Thangarasa,,cs.LG cs.CL,probable_core,direct title,standalone_drafter;retrieval_model_free;verification;training_alignment,"all:""speculative decoding""",https://arxiv.org/abs/2511.02017,https://arxiv.org/pdf/2511.02017,"Speculative decoding accelerates LLMs by using a lightweight draft model to generate tokens autoregressively before verifying them in parallel with a larger target model. However, determining the optimal number of tokens to draft remains a key challenge limiting the approach's effectiveness. Dynamic speculative decoding aims to intelligently decide how many tokens to draft to achieve maximum speedups. Existing methods often rely on hand-tuned, sensitive thresholds (e.g., token entropy), which are costly to set and generalize poorly across models and domains. We propose TapOut, an online, training-free, plug-and-play algorithm for dynamic speculation policy selection using multi-armed bandits. Our approach employs a meta-algorithm that selects among multiple parameter-free dynamic speculation strategies based on past reward and exploration. We conduct extensive experiments across diverse model pairs and datasets, showing that TapOut achieves competitive or superior speedups compared to well-established dynamic speculation baselines without any hyperparameter tuning."
2511.20662,2025-11-03T18:33:12Z,2025-11-03T18:33:12Z,2025,Democratizing LLM Efficiency: From Hyperscale Optimizations to Universal Deployability,Hen-Hsen Huang,,cs.CL,probable_core,SD-focused contribution language in abstract,retrieval_model_free;serving_scheduling;training_alignment;moe;security_robustness;benchmark_survey;edge_device,"all:""speculative decoding""",https://arxiv.org/abs/2511.20662,https://arxiv.org/pdf/2511.20662,"Large language models (LLMs) have become indispensable, but the most celebrated efficiency methods -- mixture-of-experts (MoE), speculative decoding, and complex retrieval-augmented generation (RAG) -- were built for hyperscale providers with vast infrastructure and elite teams. Outside that context, their benefits collapse into overhead, fragility, and wasted carbon. The result is that a handful of Big Tech companies benefit, while thousands of hospitals, schools, governments, and enterprises are left without viable options. We argue that the next frontier is not greater sophistication at scale, but robust simplicity: efficiency that thrives under modest resources and minimal expertise. We propose a new research agenda: retrofitting pretrained models with more efficient architectures without retraining, inventing lightweight fine-tuning that preserves alignment, making reasoning economical despite long chains of thought, enabling dynamic knowledge management without heavy RAG pipelines, and adopting Overhead-Aware Efficiency (OAE) as a standard benchmark. By redefining efficiency to include adoption cost, sustainability, and fairness, we can democratize LLM deployment -- ensuring that optimization reduces inequality and carbon waste rather than amplifying them."
2511.01695,2025-11-03T16:04:44Z,2025-11-27T02:07:06Z,2025,Collaborative Large Language Model Inference via Resource-Aware Parallel Speculative Decoding,Jungyeon Koh; Hyun Jong Yang,,cs.LG eess.SP,probable_core,direct title,standalone_drafter;serving_scheduling;training_alignment;rl_rollout;edge_device,"all:""speculative decoding""",https://arxiv.org/abs/2511.01695,https://arxiv.org/pdf/2511.01695,"The growing demand for on-device large language model (LLM) inference highlights the need for efficient mobile edge computing (MEC) solutions, especially in resource-constrained settings. Speculative decoding offers a promising solution by partitioning token generation between a lightweight draft model on mobile devices and a powerful target model on edge servers, but suffers from communication overhead and asynchronous delays. This paper is the first to propose a unified framework that jointly optimizes user association and resource allocation (UARA) to support efficient parallel speculative decoding. We solve the UARA problem using a multi-agent deep reinforcement learning algorithm. To evaluate our approach under realistic conditions, we conduct experiments using the Sionna simulator. Results show that our method achieves up to 28.0% and an average of 23.7% reduction in end-to-end latency without compromising inference accuracy, enabling scalable and low-latency LLM services in MEC systems."
2511.01282,2025-11-03T06:57:16Z,2025-11-03T06:57:16Z,2025,"When, What, and How: Rethinking Retrieval-Enhanced Speculative Decoding",Min Fang; Zhihui Fu; Qibin Zhao; Jun Wang,,cs.CL cs.AI,probable_core,direct title,feature_drafter;retrieval_model_free;verification;relaxed_lossy,"all:""speculative decoding""",https://arxiv.org/abs/2511.01282,https://arxiv.org/pdf/2511.01282,"Speculative decoding (SD) has emerged as an effective technique to accelerate large language model (LLM) inference without compromising output quality. However, the achievable speedup largely depends on the effectiveness of the drafting model. While model-based methods like EAGLE-2 are accurate but costly, retrieval-enhanced methods like SAM-Decoding rely on heuristic switching strategies that often trigger unnecessary retrievals. To address this, we propose ReSpec (\textbf{Re}trieval-enhanced \textbf{Spe}culative Decoding), a novel framework that transforms heuristic drafter switching into adaptive decision-making. ReSpec features three core innovations: 1) An \textbf{entropy-guided adaptive trigger} quantifies contextual predictability to initiate retrieval only when uncertainty is low, avoiding costly low-quality speculations. 2) A \textbf{feedback-driven candidate selection} leverages historical feedback to organize multiple high-quality candidates for parallel verification, maximizing retrieval utility. 3) A source-aware \textbf{relaxed verification strategy} applies strict checks to model-generated drafts while using a relaxed verification for retrieved drafts, achieving a better balance between accuracy and efficiency. Extensive experiments on Spec-Bench demonstrate that ReSpec achieves state-of-the-art acceleration,outperforming EAGLE-2 and SAM-Decoding by over $33\%$ and $25\%$, respectively, while maintaining output quality."
2511.00606,2025-11-01T16:12:56Z,2025-11-04T05:33:05Z,2025,SpecDiff-2: Scaling Diffusion Drafter Alignment For Faster Speculative Decoding,Jameson Sandler; Jacob K. Christopher; Thomas Hartvigsen; Ferdinando Fioretto,,cs.CL,probable_core,direct title,theory;diffusion;verification;training_alignment;benchmark_survey,"all:""draft and verify"";all:""draft-and-verify"";all:""speculative decoding""",https://arxiv.org/abs/2511.00606,https://arxiv.org/pdf/2511.00606,"Speculative decoding has become the standard approach for accelerating Large Language Model (LLM) inference. It exploits a lossless draft-then-verify procedure to circumvent the latency of autoregressive decoding, achieving impressive speed-ups. Yet, current speculative decoding approaches remain limited by two fundamental bottlenecks: (1) the autoregressive dependency during drafting which limits parallelism, and (2) frequent rejections of draft tokens caused by misalignment between the draft and verify models. This paper proposes SpecDiff-2, a novel framework to jointly address these two bottlenecks. It leverages discrete diffusion as a non-autoregressive drafter to address bottleneck (1) and develops novel techniques to calibrate discrete diffusion drafters with autoregressive verifiers, addressing bottleneck (2). Experimental results across a comprehensive benchmark suite show that SpecDiff-2 achieves a new state-of-the-art across reasoning, coding, and mathematical benchmarks, improving tokens-per-second by up to an average of +55% over previous baselines and obtaining up to 5.5x average speed-up over standard decoding, without any loss of accuracy."
2511.00351,2025-11-01T01:35:10Z,2025-11-01T01:35:10Z,2025,Reject Only Critical Tokens: Pivot-Aware Speculative Decoding,Amir Ziashahabi; Yavuz Faruk Bakman; Duygu Nur Yaldiz; Mostafa El-Khamy; Sai Praneeth Karimireddy; Salman Avestimehr,,cs.LG cs.CL,probable_core,direct title,theory;verification;serving_scheduling;training_alignment;relaxed_lossy,"all:""speculative decoding""",https://arxiv.org/abs/2511.00351,https://arxiv.org/pdf/2511.00351,"Speculative Decoding (SD) ensures that the output matches the target model's distribution exactly. However, we argue that this distribution matching requirement is too stringent and results in unnecessarily low acceptance rates, limiting potential speedups. Instead, we advocate a reformulation of the decoding objective: the proposed decoding strategy should match the expected utility, i.e., the task-specific performance, of the target model. This perspective also aligns better with real-world use cases of LLMs, where utility (e.g., code correctness, factual accuracy) is often more important than sampling distribution. Based on this reformulation, we propose a novel decoding strategy: Pivot-Aware Speculative Decoding, which rejects only those tokens that would lead to a utility drop in the final output. We refer to these critical tokens as pivot tokens. We propose a method for labeling tokens as pivotal or non-pivotal and train a lightweight classifier to detect them. This method can be viewed as a relaxed version of standard SD, which offers much higher acceptance while preserving utility. We evaluate our method across various datasets, demonstrating that we can achieve up to $2.5\times$ speedup with comparable utility. Source code is available at https://github.com/amir-zsh/PAD."
2510.27641,2025-10-31T17:12:34Z,2025-10-31T17:12:34Z,2025,SpecAttn: Speculating Sparse Attention,Harsh Shah,,cs.CL cs.LG eess.SY,probable_core,SD-focused contribution language in abstract,standalone_drafter;retrieval_model_free;verification;long_context_kv;training_alignment,"all:""speculative decoding""",https://arxiv.org/abs/2510.27641,https://arxiv.org/pdf/2510.27641,"Large Language Models (LLMs) face significant computational bottlenecks during inference due to the quadratic complexity of self-attention mechanisms, particularly as context lengths increase. We introduce SpecAttn, a novel training-free approach that seamlessly integrates with existing speculative decoding techniques to enable efficient sparse attention in pre-trained transformers. Our key insight is to exploit the attention weights already computed by the draft model during speculative decoding to identify important tokens for the target model, eliminating redundant computation while maintaining output quality. SpecAttn employs three core techniques: KL divergence-based layer alignment between draft and target models, a GPU-optimized sorting-free algorithm for top-p token selection from draft attention patterns, and dynamic key-value cache pruning guided by these predictions. By leveraging the computational work already performed in standard speculative decoding pipelines, SpecAttn achieves over 75% reduction in key-value cache accesses with a mere 15.29% increase in perplexity on the PG-19 dataset, significantly outperforming existing sparse attention methods. Our approach demonstrates that speculative execution can be enhanced to provide approximate verification without significant performance degradation."
2510.27017,2025-10-30T21:38:45Z,2026-01-24T13:03:40Z,2025,Kad: A Framework for Proxy-based Test-time Alignment with Knapsack Approximation Deferral,Ayoub Hammal; Pierre Zweigenbaum; Caio Corro,,cs.CL,probable_core,SD-focused contribution language in abstract,training_alignment,"all:""speculative decoding""",https://arxiv.org/abs/2510.27017,https://arxiv.org/pdf/2510.27017,"Several previous works concluded that the largest part of generation capabilities of large language models (LLM) are learned (early) during pre-training. However, LLMs still require further alignment to adhere to downstream task requirements and stylistic preferences, among other desired properties. As LLMs continue to scale in terms of size, the computational cost of alignment procedures increase prohibitively. In this work, we propose a novel approach to circumvent these costs via proxy-based test-time alignment, i.e. using guidance from a small aligned model. Our approach can be described as a token-specific cascading method, where the token-specific deferral rule is reduced to 0-1 knapsack problem. In this setting, we derive primal and dual approximations of the optimal deferral decision. We experimentally show the benefits of our method both in task performance and speculative decoding speed."
2510.26577,2025-10-30T15:04:36Z,2026-02-26T14:19:55Z,2025,Inference-Cost-Aware Dynamic Tree Construction for Efficient Inference in Large Language Models,Yinrong Hong; Zhiquan Tan; Kai Hu,,cs.CL cs.LG,probable_core,SD-focused contribution language in abstract,feature_drafter;tree_multidraft;serving_scheduling;edge_device,"all:""speculative decoding""",https://arxiv.org/abs/2510.26577,https://arxiv.org/pdf/2510.26577,"Large Language Models (LLMs) face significant inference latency challenges stemming from their autoregressive design and large size. To address this, speculative decoding emerges as a solution, enabling the simultaneous generation and validation of multiple tokens. While recent approaches like EAGLE-2 and EAGLE-3 improve speculative decoding using dynamic tree structures, they often neglect the impact of crucial system variables such as GPU devices and batch sizes. Therefore, we introduce a new dynamic tree decoding approach called CAST that takes into account inference costs, including factors such as GPU configurations and batch sizes, to dynamically refine the tree structure. Through comprehensive experimentation across six diverse tasks and utilizing six distinct LLMs, our methodology demonstrates remarkable results, achieving speeds up to 5.2 times faster than conventional decoding methods. Moreover, it generally outperforms existing state-of-the-art techniques from 5 % to 20%. The code is available at https://github.com/EAGLE-Research/sglang-eagle4."
2510.26527,2025-10-30T14:20:24Z,2025-10-30T14:20:24Z,2025,Polybasic Speculative Decoding Through a Theoretical Perspective,Ruilin Wang; Huixia Li; Yuexiao Ma; Xiawu Zheng; Fei Chao; Xuefeng Xiao; Rongrong Ji,,cs.LG,probable_core,direct title,theory;verification;serving_scheduling,"all:""speculative decoding""",https://arxiv.org/abs/2510.26527,https://arxiv.org/pdf/2510.26527,"Inference latency stands as a critical bottleneck in the large-scale deployment of Large Language Models (LLMs). Speculative decoding methods have recently shown promise in accelerating inference without compromising the output distribution. However, existing work typically relies on a dualistic draft-verify framework and lacks rigorous theoretical grounding. In this paper, we introduce a novel \emph{polybasic} speculative decoding framework, underpinned by a comprehensive theoretical analysis. Specifically, we prove a fundamental theorem that characterizes the optimal inference time for multi-model speculative decoding systems, shedding light on how to extend beyond the dualistic approach to a more general polybasic paradigm. Through our theoretical investigation of multi-model token generation, we expose and optimize the interplay between model capabilities, acceptance lengths, and overall computational cost. Our framework supports both standalone implementation and integration with existing speculative techniques, leading to accelerated performance in practice. Experimental results across multiple model families demonstrate that our approach yields speedup ratios ranging from $3.31\times$ to $4.01\times$ for LLaMA2-Chat 7B, up to $3.87 \times$ for LLaMA3-8B, up to $4.43 \times$ for Vicuna-7B and up to $3.85 \times$ for Qwen2-7B -- all while preserving the original output distribution. We release our theoretical proofs and implementation code to facilitate further investigation into polybasic speculative decoding."
2510.26475,2025-10-30T13:27:42Z,2025-10-30T13:27:42Z,2025,ReSpec: Towards Optimizing Speculative Decoding in Reinforcement Learning Systems,Qiaoling Chen; Zijun Liu; Peng Sun; Shenggui Li; Guoteng Wang; Ziming Liu; Yonggang Wen; Siyuan Feng; Tianwei Zhang,,cs.LG cs.DC,probable_core,direct title,serving_scheduling;training_alignment;rl_rollout;edge_device,"all:""speculative decoding""",https://arxiv.org/abs/2510.26475,https://arxiv.org/pdf/2510.26475,"Adapting large language models (LLMs) via reinforcement learning (RL) is often bottlenecked by the generation stage, which can consume over 75\% of the training time. Speculative decoding (SD) accelerates autoregressive generation in serving systems, but its behavior under RL training remains largely unexplored. We identify three critical gaps that hinder the naive integration of SD into RL systems: diminishing speedups at large batch sizes, drafter staleness under continual actor updates, and drafter-induced policy degradation. To address these gaps, we present ReSpec, a system that adapts SD to RL through three complementary mechanisms: dynamically tuning SD configurations, evolving the drafter via knowledge distillation, and weighting updates by rollout rewards. On Qwen models (3B--14B), ReSpec achieves up to 4.5x speedup while preserving reward convergence and training stability, providing a practical solution for efficient RL-based LLM adaptation."
2510.26843,2025-10-30T08:51:29Z,2025-10-30T08:51:29Z,2025,CAS-Spec: Cascade Adaptive Self-Speculative Decoding for On-the-Fly Lossless Inference Acceleration of LLMs,Zhiyuan Ning; Jiawei Shao; Ruge Xu; Xinfei Guo; Jun Zhang; Chi Zhang; Xuelong Li,,cs.LG cs.AI,probable_core,direct title,theory;standalone_drafter;tree_multidraft;self_speculative;verification;training_alignment,"all:""speculative decoding""",https://arxiv.org/abs/2510.26843,https://arxiv.org/pdf/2510.26843,"Speculative decoding has become a widely adopted as an effective technique for lossless inference acceleration when deploying large language models (LLMs). While on-the-fly self-speculative methods offer seamless integration and broad utility, they often fall short of the speed gains achieved by methods relying on specialized training. Cascading a hierarchy of draft models promises further acceleration and flexibility, but the high cost of training multiple models has limited its practical application. In this paper, we propose a novel Cascade Adaptive Self-Speculative Decoding (CAS-Spec) method which constructs speculative draft models by leveraging dynamically switchable inference acceleration (DSIA) strategies, including layer sparsity and activation quantization. Furthermore, traditional vertical and horizontal cascade algorithms are inefficient when applied to self-speculative decoding methods. We introduce a Dynamic Tree Cascade (DyTC) algorithm that adaptively routes the multi-level draft models and assigns the draft lengths, based on the heuristics of acceptance rates and latency prediction. Our CAS-Spec method achieves state-of-the-art acceleration compared to existing on-the-fly speculative decoding methods, with an average speedup from $1.1\times$ to $2.3\times$ over autoregressive decoding across various LLMs and datasets. DyTC improves the average speedup by $47$\% and $48$\% over cascade-based baseline and tree-based baseline algorithms, respectively. CAS-Spec can be easily integrated into most existing LLMs and holds promising potential for further acceleration as self-speculative decoding techniques continue to evolve."
2510.25739,2025-10-29T17:43:31Z,2025-10-29T17:43:31Z,2025,Hawk: Leveraging Spatial Context for Faster Autoregressive Text-to-Image Generation,Zhi-Kai Chen; Jun-Peng Jiang; Han-Jia Ye; De-Chuan Zhan,,cs.CV cs.LG,probable_core,SD-focused contribution language in abstract,standalone_drafter;serving_scheduling;training_alignment;image_video;benchmark_survey,"all:""speculative decoding""",https://arxiv.org/abs/2510.25739,https://arxiv.org/pdf/2510.25739,"Autoregressive (AR) image generation models are capable of producing high-fidelity images but often suffer from slow inference due to their inherently sequential, token-by-token decoding process. Speculative decoding, which employs a lightweight draft model to approximate the output of a larger AR model, has shown promise in accelerating text generation without compromising quality. However, its application to image generation remains largely underexplored. The challenges stem from a significantly larger sampling space, which complicates the alignment between the draft and target model outputs, coupled with the inadequate use of the two-dimensional spatial structure inherent in images, thereby limiting the modeling of local dependencies. To overcome these challenges, we introduce Hawk, a new approach that harnesses the spatial structure of images to guide the speculative model toward more accurate and efficient predictions. Experimental results on multiple text-to-image benchmarks demonstrate a 1.71x speedup over standard AR models, while preserving both image fidelity and diversity."
2510.25220,2025-10-29T06:54:42Z,2025-10-29T06:54:42Z,2025,GReF: A Unified Generative Framework for Efficient Reranking via Ordered Multi-token Prediction,Zhijie Lin; Zhuofeng Li; Chenglei Dai; Wentian Bao; Shuai Lin; Enyun Yu; Haoxiang Zhang; Liang Zhao,,cs.IR cs.AI cs.LG,probable_core,direct title,mtp_multihead;serving_scheduling;training_alignment,"all:""multi-token prediction""",https://arxiv.org/abs/2510.25220,https://arxiv.org/pdf/2510.25220,"In a multi-stage recommendation system, reranking plays a crucial role in modeling intra-list correlations among items. A key challenge lies in exploring optimal sequences within the combinatorial space of permutations. Recent research follows a two-stage (generator-evaluator) paradigm, where a generator produces multiple feasible sequences, and an evaluator selects the best one. In practice, the generator is typically implemented as an autoregressive model. However, these two-stage methods face two main challenges. First, the separation of the generator and evaluator hinders end-to-end training. Second, autoregressive generators suffer from inference efficiency. In this work, we propose a Unified Generative Efficient Reranking Framework (GReF) to address the two primary challenges. Specifically, we introduce Gen-Reranker, an autoregressive generator featuring a bidirectional encoder and a dynamic autoregressive decoder to generate causal reranking sequences. Subsequently, we pre-train Gen-Reranker on the item exposure order for high-quality parameter initialization. To eliminate the need for the evaluator while integrating sequence-level evaluation during training for end-to-end optimization, we propose post-training the model through Rerank-DPO. Moreover, for efficient autoregressive inference, we introduce ordered multi-token prediction (OMTP), which trains Gen-Reranker to simultaneously generate multiple future items while preserving their order, ensuring practical deployment in real-time recommender systems. Extensive offline experiments demonstrate that GReF outperforms state-of-the-art reranking methods while achieving latency that is nearly comparable to non-autoregressive models. Additionally, GReF has also been deployed in a real-world video app Kuaishou with over 300 million daily active users, significantly improving online recommendation quality."
